gene,control_1_poly,control_2_poly,control_3_poly,control_4_poly,treatment_1_poly,treatment_2_poly,treatment_3_poly,treatment_4_poly
simGenes_8453,5133,5295,4310,5179,12608,13126,11936,12943
simGenes_8454,224,179,121,108,130,179,207,260
simGenes_8455,632,503,578,363,396,422,749,602
simGenes_8456,408,535,588,635,865,566,453,544
simGenes_8457,700,1056,1074,903,1057,1109,654,960
simGenes_8458,677,684,660,718,496,660,623,613
simGenes_8459,623,729,555,664,1013,988,638,1028
simGenes_8460,1042,1375,1326,1049,1492,1584,1673,1478
simGenes_8461,2509,2400,3756,3253,3629,3304,2896,2241
simGenes_8462,101,97,100,104,97,106,96,114
simGenes_8463,331,374,431,396,412,375,414,314
simGenes_8464,18659,13295,13356,15917,15412,15775,13935,13682
simGenes_8465,835,604,568,705,764,881,689,500
simGenes_8466,402,405,410,288,238,280,592,466
simGenes_8467,141,154,164,190,90,65,95,131
simGenes_8468,1377,911,1203,1022,1214,966,1121,1191
simGenes_8469,11336,10267,11091,10795,12067,12195,11581,11332
simGenes_8470,1972,1854,1716,1841,2036,1748,1681,1672
simGenes_8471,2506,2613,2360,2196,7319,6378,6620,6968
simGenes_8472,11432,10853,10008,9586,9313,9836,10636,10242
simGenes_8473,2011,1539,2119,1839,1740,1606,1551,1981
simGenes_8474,1933,3407,3696,2235,2956,2701,1984,3061
simGenes_8475,3814,4995,4274,4009,9111,12648,14279,12790
simGenes_8476,12514,14286,13004,15175,13053,14786,14246,14802
simGenes_8477,1720,2196,1702,1864,2093,1694,1810,1656
simGenes_8478,1097,1371,1130,1256,1539,1303,1560,1428
simGenes_8479,1472,1487,1050,1335,1124,1369,1253,1817
simGenes_8480,389,117,453,367,481,447,533,385
simGenes_8481,49,43,34,72,47,41,56,48
simGenes_8482,3414,3933,4842,4689,3809,4077,2318,2979
simGenes_8483,4862,6178,4185,5385,5452,4877,3990,4264
simGenes_8484,4006,3913,4278,4558,3510,4601,4602,3919
simGenes_8485,5486,5867,6148,6017,5561,5701,5624,5810
simGenes_8486,6930,6486,6987,6953,7357,7598,6841,8114
simGenes_8487,3374,2766,2641,3526,3647,3262,3624,3482
simGenes_8488,9337,6959,6577,5956,5152,6477,4908,7353
simGenes_8489,6960,5872,4496,5734,4821,3011,4749,4334
simGenes_8490,3815,3144,3378,3287,3210,3242,3299,3226
simGenes_8491,32993,37906,35797,37278,117282,95767,95909,96310
simGenes_8492,745,653,769,1021,470,763,666,745
simGenes_8493,2480,2445,2471,2460,2567,2373,2442,2374
simGenes_8494,3658,4208,2896,3458,3930,3546,4658,2963
simGenes_8495,425,478,486,488,237,179,162,246
simGenes_8496,6782,6478,6012,5883,6366,5261,6268,7141
simGenes_8497,699,901,735,1042,708,726,891,595
simGenes_8498,3455,3264,3442,2868,2372,3379,3510,2663
simGenes_8499,1277,2054,1702,1777,2403,794,921,1747
simGenes_8500,285,94,217,106,180,217,201,157
simGenes_8501,318,270,184,130,273,167,173,189
simGenes_8502,268,228,403,319,159,147,407,158
simGenes_8503,2021,2154,2773,1534,2151,2035,3008,2067
simGenes_8504,1030,870,1584,1652,1199,1433,1258,1278
simGenes_8505,1971,2634,2283,1892,1325,2020,1596,1530
simGenes_8506,20891,20642,20998,21089,21039,20844,21043,21101
simGenes_8507,661,779,533,783,564,763,644,553
simGenes_8508,2039,2185,2217,2258,2269,2318,2245,2220
simGenes_8509,1948,2987,3003,2593,5000,2012,3317,3211
simGenes_8510,586,494,533,549,507,522,591,507
simGenes_8511,303,291,494,379,401,357,472,391
simGenes_8512,10355,10453,9914,9925,9926,9702,10094,9941
simGenes_8513,253,477,477,492,265,405,328,289
simGenes_8514,2510,3361,2322,2904,1213,1477,1560,1482
simGenes_8515,105,192,34,236,95,144,53,61
simGenes_8516,1896,2492,1987,2700,3221,1594,2145,2750
simGenes_8517,1269,1448,1135,1140,1404,1428,1320,1586
simGenes_8518,353,477,345,286,397,400,750,588
simGenes_8519,327,359,337,372,277,331,216,404
simGenes_8520,3277,3678,3421,3393,3546,3528,3468,3434
simGenes_8521,1399,1152,1542,1276,1145,1644,1544,1640
simGenes_8522,1132,994,709,1048,867,923,1124,1060
simGenes_8523,633,522,607,508,448,359,502,471
simGenes_8524,386,306,274,308,374,344,384,358
simGenes_8525,1084,1663,1318,996,1243,1145,880,961
simGenes_8526,436,380,387,386,369,355,419,461
simGenes_8527,5808,6924,6112,7136,6598,6493,6328,6320
simGenes_8528,812,818,747,887,977,907,994,705
simGenes_8529,2015,2598,2464,2567,2296,2689,2173,2424
simGenes_8530,2251,1972,2433,1837,4998,4628,3452,4371
simGenes_8531,34,107,21,46,57,127,44,34
simGenes_8532,1512,1504,1497,1572,1404,1616,1476,1583
simGenes_8533,1759,1501,1942,1265,1749,1110,2134,1944
simGenes_8534,2327,2731,2560,2270,2803,2540,2240,2561
simGenes_8535,1779,1838,2102,1970,1187,858,926,798
simGenes_8536,924,1217,1068,905,2688,3084,2670,2738
simGenes_8537,2243,2232,2056,2085,2165,2736,2299,1826
simGenes_8538,1558,2094,1794,1111,2826,3888,2467,1961
simGenes_8539,842,793,650,650,452,879,780,734
simGenes_8540,5944,4466,3805,4165,5030,4713,5823,4908
simGenes_8541,185,279,288,221,210,158,425,297
simGenes_8542,356,266,552,342,269,169,452,588
simGenes_8543,827,543,373,542,720,589,703,646
simGenes_8544,373,483,568,539,444,460,372,526
simGenes_8545,1666,1566,1586,1663,1814,1688,1735,1630
simGenes_8546,11042,11627,12861,11182,12755,15953,11626,11307
simGenes_8547,358,256,372,394,278,473,352,283
simGenes_8548,693,779,696,790,768,794,785,1103
simGenes_8549,4733,4889,4932,4888,5042,5052,4879,4843
simGenes_8550,4364,2150,4378,4637,3939,2683,2580,3556
simGenes_8551,1064,1046,872,1163,1065,1299,1054,868
simGenes_8552,16500,16902,16456,17136,16014,16755,16627,16171
simGenes_8553,2892,3330,3248,3410,6228,6612,5569,6236
simGenes_8554,394,416,532,448,374,381,597,440
simGenes_8555,2357,2889,2299,2932,3272,2811,2951,3196
simGenes_8556,2795,3373,3275,2107,3206,3106,2516,2543
simGenes_8557,728,506,301,388,359,379,389,336
simGenes_8558,4222,3066,3967,3594,3758,4046,3926,3212
simGenes_8559,531,467,510,651,445,541,636,497
simGenes_8560,1855,2020,1467,1549,1673,1412,1459,1318
simGenes_8561,2482,2257,2448,2204,6435,6855,7086,7371
simGenes_8562,194,194,253,190,196,241,248,142
simGenes_8563,4399,3647,3771,4152,4260,2818,3700,2874
simGenes_8564,698,698,746,874,725,695,766,824
simGenes_8565,1644,3046,2146,2014,1912,1870,1709,2292
simGenes_8566,1312,1187,976,1354,1005,1294,1351,1333
simGenes_8567,1815,2527,2177,1776,2045,2236,2139,2197
simGenes_8568,2735,3314,2916,3184,2923,2962,3017,2933
simGenes_8569,547,662,1038,1022,1634,559,590,409
simGenes_8570,612,683,680,687,480,456,446,682
simGenes_8571,1356,1433,1344,1315,1193,1307,1340,1217
simGenes_8572,236,321,384,308,368,215,327,372
simGenes_8573,609,580,795,435,635,476,369,468
simGenes_8574,1968,2446,2088,1757,1937,1933,1827,1851
simGenes_8575,595,1552,1082,987,720,653,806,1578
simGenes_8576,924,846,792,697,807,752,736,1013
simGenes_8577,939,2365,1353,1866,1360,2390,935,1588
simGenes_8578,8197,6919,8688,8810,9651,8535,7131,8007
simGenes_8579,2630,2727,2699,2932,2650,2622,2749,2661
simGenes_8580,4729,3513,3696,3416,3139,3544,3840,3105
simGenes_8581,2096,1486,1703,1845,1974,1800,2141,1568
simGenes_8582,2720,2463,2954,3049,2904,3355,2098,2631
simGenes_8583,1450,1063,932,1336,1094,1355,1523,1543
simGenes_8584,22227,23677,23997,21960,20678,22474,22512,22537
simGenes_8585,2005,2200,2174,2023,2056,2245,1653,2263
simGenes_8586,291,337,297,290,245,272,305,321
simGenes_8587,6575,6274,6353,6239,6091,6423,6157,6066
simGenes_8588,5625,5582,4856,6475,4811,4936,4927,5294
simGenes_8589,2228,3106,2550,2463,2680,2548,2606,2588
simGenes_8590,892,796,806,708,594,548,653,621
simGenes_8591,246,228,161,203,248,338,375,214
simGenes_8592,562,885,700,950,536,739,1033,694
simGenes_8593,2391,1616,2141,1398,1929,1662,1422,2187
simGenes_8594,8487,14695,9067,11562,8886,8468,7471,10948
simGenes_8595,11038,9960,11150,11003,10868,11623,10853,11040
simGenes_8596,1438,2329,1572,1155,1581,1856,2432,1962
simGenes_8597,724,777,723,550,773,941,753,614
simGenes_8598,163,143,111,69,63,98,120,132
simGenes_8599,1050,1695,1455,1052,1232,1026,1482,1116
simGenes_8600,236,267,272,317,283,237,298,280
simGenes_8601,242,170,149,191,294,152,118,263
simGenes_8602,1207,1379,1260,1424,1450,1225,1361,1308
simGenes_8603,1630,2062,1750,1982,1729,2057,1726,1933
simGenes_8604,389,335,416,273,351,381,323,462
simGenes_8605,2036,1973,2909,1407,3234,2356,2308,2090
simGenes_8606,580,313,544,368,683,656,874,704
simGenes_8607,478,990,1222,948,1058,735,904,741
simGenes_8608,897,585,397,812,787,493,764,933
simGenes_8609,1116,1075,1539,1003,1454,755,882,911
simGenes_8610,682,655,841,621,859,697,771,624
simGenes_8611,638,641,718,593,573,635,672,595
simGenes_8612,131,128,148,145,131,114,113,104
simGenes_8613,2159,3385,2095,2200,1863,2492,2455,2623
simGenes_8614,357,365,499,455,497,494,514,552
simGenes_8615,10263,13930,8913,13246,14071,12427,9457,8996
simGenes_8616,1380,1543,1690,2118,4393,4711,3175,3432
simGenes_8617,210,215,217,200,209,229,183,227
simGenes_8618,8078,7992,8328,9532,8164,7604,6866,7622
simGenes_8619,3712,3279,3624,3334,2654,3586,3349,4041
simGenes_8620,2203,2617,2073,2075,2438,2693,2633,2428
simGenes_8621,1035,1213,1132,1287,1142,1047,1134,1130
simGenes_8622,796,620,666,902,768,562,804,725
simGenes_8623,87,117,120,81,175,152,105,103
simGenes_8624,2253,3759,3102,3016,5636,5265,4811,7073
simGenes_8625,5487,5505,6795,6261,5941,5725,6409,6131
simGenes_8626,233,222,273,267,279,277,276,221
simGenes_8627,847,785,913,521,663,615,637,735
simGenes_8628,273,311,316,369,421,346,348,339
simGenes_8629,766,649,984,893,714,624,728,798
simGenes_8630,1355,1284,1202,1264,968,770,740,1115
simGenes_8631,277,513,199,308,213,270,439,405
simGenes_8632,218,263,255,313,297,230,259,223
simGenes_8633,324,222,267,232,455,438,373,430
simGenes_8634,2918,2484,1992,2135,2545,2382,2100,2511
simGenes_8635,1486,1627,939,1267,1507,1636,1319,1232
simGenes_8636,5599,5429,4995,3213,5474,6161,4875,6178
simGenes_8637,2300,2797,2817,1533,3452,1648,3191,2740
simGenes_8638,76,61,61,74,54,69,63,66
simGenes_8639,205,191,262,209,285,339,229,315
simGenes_8640,1292,1269,1068,1269,695,815,595,721
simGenes_8641,280,259,182,172,187,334,186,281
simGenes_8642,23190,24424,23581,25672,57066,49224,52654,57102
simGenes_8643,1418,1599,1643,1271,1313,1511,1186,1486
simGenes_8644,4228,5055,4594,5247,6309,4307,4987,3794
simGenes_8645,3952,4431,4254,4717,4032,4082,3928,3963
simGenes_8646,1901,2126,2217,2921,2530,3353,2605,2763
simGenes_8647,1721,1656,1970,1851,2524,1155,3614,1419
simGenes_8648,444,508,543,694,673,692,877,646
simGenes_8649,1647,1109,1531,1336,1273,1617,1990,1212
simGenes_8650,77,86,97,57,69,89,59,92
simGenes_8651,600,846,761,795,782,755,711,662
simGenes_8652,725,753,624,446,489,564,456,432
simGenes_8653,412,313,359,537,333,258,482,766
simGenes_8654,3655,4395,2950,2618,7357,9467,8731,7714
simGenes_8655,2733,2948,3010,2741,2837,2859,2878,3079
simGenes_8656,724,412,614,660,858,998,581,762
simGenes_8657,119,401,264,236,571,464,471,504
simGenes_8658,1293,1465,1523,1378,1349,1422,1164,1410
simGenes_8659,3894,4481,2951,4641,4175,4056,3585,3418
simGenes_8660,1489,1997,1788,1752,3436,2161,2194,2308
simGenes_8661,2531,2572,2285,1131,3194,3884,2271,4361
simGenes_8662,719,929,622,536,618,739,1024,911
simGenes_8663,1510,1830,2414,1772,1024,1007,1011,1031
simGenes_8664,4380,4128,4340,4357,1630,1685,1554,1173
simGenes_8665,4002,3568,4839,3863,4850,3584,5770,4469
simGenes_8666,4256,4200,4539,4577,7377,8071,7538,8883
simGenes_8667,2783,1923,2401,2485,1582,1507,1984,1776
simGenes_8668,700,813,600,661,789,712,851,521
simGenes_8669,2570,2859,2843,2312,2729,2429,2411,3297
simGenes_8670,1612,1623,1374,2035,1421,1649,1972,1306
simGenes_8671,115,89,130,124,226,126,126,144
simGenes_8672,60,94,125,112,59,87,89,92
simGenes_8673,960,1288,1166,1128,1013,998,1084,1193
simGenes_8674,241,159,220,239,268,187,232,198
simGenes_8675,1156,788,1056,803,836,851,966,1049
simGenes_8676,5297,4330,4680,5004,5132,4668,5133,4806
simGenes_8677,1760,1930,1879,1860,1859,1901,1977,1808
simGenes_8678,461,428,627,627,591,537,445,518
simGenes_8679,1057,1235,1397,1826,1112,1319,1887,1034
simGenes_8680,2152,1525,2228,928,1637,1553,2141,705
simGenes_8681,1175,1110,1149,1139,1149,1102,1158,1217
simGenes_8682,122,168,214,164,128,174,115,141
simGenes_8683,940,907,911,896,999,1021,1127,809
simGenes_8684,949,669,944,518,911,799,842,827
simGenes_8685,251,262,249,215,244,221,267,247
simGenes_8686,1125,899,513,790,994,799,1024,748
simGenes_8687,154,202,188,214,192,213,196,182
simGenes_8688,9334,9501,10304,8839,11250,11501,8149,7948
simGenes_8689,249,369,244,299,270,320,298,253
simGenes_8690,250,189,217,264,246,251,255,197
simGenes_8691,347,505,320,407,320,337,308,460
simGenes_8692,356,215,305,310,281,304,375,213
simGenes_8693,570,531,495,534,538,665,457,595
simGenes_8694,774,1196,480,1021,1415,1228,1377,1773
simGenes_8695,1974,1856,2297,1714,1621,1865,1819,2209
simGenes_8696,473,468,467,411,438,406,443,436
simGenes_8697,829,978,937,1049,860,936,1059,815
simGenes_8698,3495,4997,4567,2534,3485,4407,3994,4219
simGenes_8699,752,811,810,811,692,831,985,706
simGenes_8700,126,118,129,119,183,224,222,201
simGenes_8701,1379,1580,1859,1655,1571,2212,1946,1632
simGenes_8702,4743,4019,4206,4606,5159,4074,4430,4574
simGenes_8703,652,984,592,826,723,968,401,743
simGenes_8704,2135,1414,897,1281,1406,1817,731,1162
simGenes_8705,27119,28016,28814,27513,28367,27499,27428,29185
simGenes_8706,871,798,823,844,619,802,719,580
simGenes_8707,4524,4544,4792,4036,4415,5056,4810,4894
simGenes_8708,2665,2464,2918,2803,2628,2604,2707,2516
simGenes_8709,1722,1403,2198,1965,1361,1344,1523,1732
simGenes_8710,1740,1853,1842,1702,1501,2161,1843,2022
simGenes_8711,2834,2582,2663,2858,3056,3179,3161,2466
simGenes_8712,9691,8232,10389,9170,9465,10507,10419,9818
simGenes_8713,993,683,803,442,638,584,669,516
simGenes_8714,2545,2917,2737,2589,2580,2726,2410,2454
simGenes_8715,90,46,78,20,64,83,93,44
simGenes_8716,1802,1843,1759,1651,1718,1635,1747,1681
simGenes_8717,193,305,327,346,247,325,258,282
simGenes_8718,539,497,547,545,582,580,437,582
simGenes_8719,9081,11602,8235,10306,9733,10509,11048,12972
simGenes_8720,3530,2880,2627,3251,2479,2761,3404,2690
simGenes_8721,861,796,641,961,1140,1273,1000,1235
simGenes_8722,2299,1861,2290,2043,5392,5679,5728,5603
simGenes_8723,190,149,144,152,168,200,202,162
simGenes_8724,557,474,511,454,178,165,164,137
simGenes_8725,481,552,586,525,528,607,450,390
simGenes_8726,2146,2520,2537,2438,2327,2931,2646,3097
simGenes_8727,935,993,1367,1006,1073,761,773,957
simGenes_8728,665,586,715,735,750,640,637,618
simGenes_8729,1794,1842,1847,1977,1977,1706,1786,1855
simGenes_8730,467,347,557,472,493,826,619,675
simGenes_8731,283,291,352,332,305,332,283,284
simGenes_8732,9955,12880,8294,10118,7870,9312,9661,9083
simGenes_8733,5178,5127,4718,11504,10869,12371,7598,5889
simGenes_8734,2002,2297,2244,2126,2454,2165,2318,2355
simGenes_8735,378,461,553,300,303,747,422,376
simGenes_8736,1152,778,1458,977,931,531,660,630
simGenes_8737,4446,4717,3831,3900,3625,3737,4639,4228
simGenes_8738,592,910,1183,886,633,1229,840,905
simGenes_8739,461,870,956,782,778,728,390,696
simGenes_8740,1600,1527,1499,1414,1494,1479,1422,1562
simGenes_8741,379,644,455,475,599,698,432,405
simGenes_8742,1202,1340,1490,1279,1116,1198,1250,1298
simGenes_8743,8020,7912,5730,8958,6349,7744,8930,6547
simGenes_8744,2380,2320,3672,2249,2650,2508,2817,3490
simGenes_8745,4811,4847,5229,5544,4948,5136,5278,4629
simGenes_8746,21433,19752,21506,19388,21075,21160,21739,22237
simGenes_8747,1050,900,838,938,923,1107,2240,639
simGenes_8748,244,168,279,303,341,326,266,267
simGenes_8749,1227,821,799,711,498,830,858,149
simGenes_8750,8003,6478,6784,5682,6779,6517,6750,7722
simGenes_8751,560,309,187,182,363,466,280,436
simGenes_8752,2343,2311,1795,1855,2122,2141,2335,2368
simGenes_8753,1548,1457,1902,1952,1644,1613,1843,1651
simGenes_8754,2043,1720,1210,1857,1504,1754,1529,1445
simGenes_8755,890,1049,859,824,586,859,1112,947
simGenes_8756,1313,1494,1350,1426,1221,1398,1412,1307
simGenes_8757,11370,10465,10372,6662,6779,11569,10951,13386
simGenes_8758,5704,5560,5984,5354,6606,8027,6854,6873
simGenes_8759,6311,4963,4725,5647,8197,6496,7053,5964
simGenes_8760,1191,1289,1328,1467,1449,1315,1511,1314
simGenes_8761,187,196,221,217,205,203,212,275
simGenes_8762,3616,4218,4039,2856,3721,3092,3710,3727
simGenes_8763,1438,1763,1840,1458,583,913,617,386
simGenes_8764,569,745,667,538,600,683,735,534
simGenes_8765,559,674,510,693,819,634,640,574
simGenes_8766,2933,3281,2868,3023,3368,3134,3164,3041
simGenes_8767,2480,2388,2770,2610,2692,2532,2342,2624
simGenes_8768,1921,786,707,1973,2088,2340,1570,1630
simGenes_8769,880,873,1045,781,978,824,984,929
simGenes_8770,363,536,751,1012,824,764,862,938
simGenes_8771,209,137,123,104,104,73,123,168
simGenes_8772,124,198,153,201,122,112,188,285
simGenes_8773,1011,1131,1182,639,878,1174,1368,949
simGenes_8774,33093,34033,33655,38724,32243,35246,30705,31019
simGenes_8775,247,244,291,587,414,327,313,338
simGenes_8776,1996,1582,1933,2279,1631,2936,2423,1846
simGenes_8777,11982,17094,21168,14317,13503,15435,11120,18628
simGenes_8778,964,925,900,994,843,857,929,894
simGenes_8779,5173,4022,4889,6603,3945,3685,3585,4158
simGenes_8780,644,511,595,601,540,554,493,318
simGenes_8781,20944,20743,21208,21025,21950,20999,20474,21084
simGenes_8782,363,348,378,445,365,466,424,421
simGenes_8783,421,432,490,444,396,527,563,559
simGenes_8784,448,554,591,499,411,509,444,489
simGenes_8785,666,693,732,590,917,975,855,769
simGenes_8786,1446,1656,1485,1494,1075,2316,1428,1635
simGenes_8787,237,303,295,402,377,472,143,206
simGenes_8788,281,546,323,205,476,247,524,487
simGenes_8789,96,51,49,62,59,59,50,48
simGenes_8790,1334,1231,1219,1141,1230,1495,1537,1422
simGenes_8791,2311,2725,2515,3001,2365,2260,2489,2270
simGenes_8792,6312,6223,7041,6684,6866,6399,6842,6200
simGenes_8793,1829,1959,1290,1934,1346,1182,1763,1641
simGenes_8794,3761,2480,2513,2482,4749,4616,4612,4601
simGenes_8795,480,438,844,590,483,569,558,706
simGenes_8796,20721,22715,20203,22990,27719,23393,21793,22646
simGenes_8797,555,821,624,539,771,904,788,639
simGenes_8798,916,590,752,691,1497,1363,1720,576
simGenes_8799,54894,62826,70092,82305,50077,77874,54899,53255
simGenes_8800,1600,1460,1493,1616,1448,1423,1450,1650
simGenes_8801,2277,2255,2552,2439,2254,1907,2134,2168
simGenes_8802,21814,22536,22454,20383,20249,20587,19322,21203
simGenes_8803,843,895,794,853,962,910,937,845
simGenes_8804,1154,1401,1349,1202,796,1577,864,1565
simGenes_8805,1992,1592,1892,1964,662,814,664,673
simGenes_8806,2414,2946,2589,2898,1342,1307,1311,1401
simGenes_8807,1073,1950,1598,1112,1698,1285,1987,1397
simGenes_8808,199,194,263,208,155,159,218,163
simGenes_8809,10491,11004,9858,13830,12012,9628,10725,11786
simGenes_8810,725,649,729,619,350,441,469,475
simGenes_8811,1521,1525,1542,1488,1441,1555,1516,1535
simGenes_8812,412,402,751,584,655,781,812,799
simGenes_8813,1145,1189,888,1406,1071,1124,1074,1122
simGenes_8814,1578,2261,1992,2113,1984,1557,2001,2076
simGenes_8815,268,364,477,323,447,465,582,467
simGenes_8816,1548,2915,2969,1460,2483,3986,1695,1809
simGenes_8817,1786,1924,1844,1650,1750,1808,1777,1874
simGenes_8818,5716,5975,5529,5092,5171,5949,5565,5789
simGenes_8819,481,1257,1451,979,1159,1778,1328,1093
simGenes_8820,3474,4456,3916,5412,4040,3885,3926,3157
simGenes_8821,348,410,408,375,385,397,520,605
simGenes_8822,3274,3242,3629,3021,3485,3367,3172,3776
simGenes_8823,4627,5138,4296,3127,4661,4673,2803,2869
simGenes_8824,952,1477,1146,1405,1453,1703,500,1433
simGenes_8825,241,315,329,342,274,190,204,264
simGenes_8826,2919,2786,2687,2981,2896,3254,2641,2891
simGenes_8827,81,100,156,96,194,122,105,173
simGenes_8828,470,390,301,456,407,312,459,467
simGenes_8829,297,255,130,82,182,244,193,181
simGenes_8830,1583,1619,1563,1133,1125,1241,1002,1067
simGenes_8831,809,718,634,841,827,628,986,729
simGenes_8832,1973,1750,1719,1893,1581,1688,1772,1410
simGenes_8833,743,955,926,1107,892,738,775,712
simGenes_8834,3058,2759,2786,2917,2707,2873,2858,2808
simGenes_8835,29934,36438,26218,30897,37809,32573,34120,32730
simGenes_8836,224,324,665,460,566,298,503,389
simGenes_8837,778,808,963,1099,1054,831,1023,1094
simGenes_8838,2802,2827,2838,3375,4385,3378,2261,2713
simGenes_8839,1788,1642,1616,1528,911,582,432,732
simGenes_8840,513,351,390,463,409,577,249,598
simGenes_8841,2831,2736,2590,2859,3008,3032,3076,3206
simGenes_8842,542,1153,377,385,746,677,686,364
simGenes_8843,720,733,717,739,710,741,643,772
simGenes_8844,1745,1730,1697,2176,1776,1776,1695,1454
simGenes_8845,1449,1715,2277,1951,2096,1481,1818,1972
simGenes_8846,259,180,87,127,211,159,198,216
simGenes_8847,13382,13088,12970,13248,12124,13668,13559,14293
simGenes_8848,2074,2338,2915,2215,2572,1866,1877,2523
simGenes_8849,1710,2257,1385,1739,1023,1151,1539,1613
simGenes_8850,1222,1225,1360,1415,1232,1131,1311,1399
simGenes_8851,191,248,311,162,140,131,132,178
simGenes_8852,2398,2977,1612,743,1517,3079,1053,1040
simGenes_8853,906,911,928,982,972,939,999,868
simGenes_8854,84,69,88,95,104,112,193,135
simGenes_8855,83,33,53,138,125,58,51,87
simGenes_8856,5109,3861,5019,5496,4954,6155,5719,5972
simGenes_8857,1259,736,826,707,689,783,871,835
simGenes_8858,1057,1124,1107,1373,1203,1381,1056,1341
simGenes_8859,1415,687,1365,1063,1178,1221,1080,1148
simGenes_8860,1029,1406,1307,1397,1188,1388,1339,1287
simGenes_8861,5727,2959,4006,1898,1654,1409,1503,1368
simGenes_8862,41512,42120,42482,43796,40102,41444,42467,39480
simGenes_8863,3345,2429,2447,2005,1211,1416,1299,1300
simGenes_8864,198,136,165,121,400,181,238,196
simGenes_8865,3084,2816,3323,2958,3008,3276,3181,4069
simGenes_8866,355,297,366,318,409,433,218,399
simGenes_8867,117,107,163,100,142,126,107,153
simGenes_8868,431,411,449,623,603,554,694,510
simGenes_8869,1751,1747,1779,1488,1626,1796,1669,1554
simGenes_8870,1272,1625,1570,1763,1388,1417,1553,1640
simGenes_8871,202,196,132,156,204,142,198,166
simGenes_8872,141,97,110,97,107,120,130,115
simGenes_8873,551,552,537,474,447,437,362,535
simGenes_8874,321,223,242,129,177,264,134,243
simGenes_8875,2289,2442,1892,1789,1820,1531,1857,1656
simGenes_8876,3304,3445,7146,7620,5927,5576,6521,3931
simGenes_8877,241,190,351,316,308,295,269,286
simGenes_8878,15491,16604,16784,17295,21418,17722,21760,20034
simGenes_8879,1481,1500,1569,1366,1653,1617,1569,1585
simGenes_8880,4213,3190,3357,3336,3481,3524,4011,3931
simGenes_8881,1060,1581,1493,756,610,968,2274,832
simGenes_8882,242,290,369,423,296,371,379,335
simGenes_8883,3480,2798,3474,2758,1980,1511,1905,2125
simGenes_8884,15341,14907,16970,16562,21259,15757,17010,17786
simGenes_8885,5457,5741,5543,4768,5807,5472,5738,5527
simGenes_8886,159,186,267,267,245,258,127,160
simGenes_8887,4268,4301,4267,4186,4267,4290,3955,4209
simGenes_8888,1084,1264,980,1347,3027,3462,3094,3224
simGenes_8889,11138,11105,9851,9340,11814,11745,11008,11005
simGenes_8890,307,324,130,256,337,503,229,239
simGenes_8891,430,412,418,395,416,422,407,447
simGenes_8892,1421,1386,1453,1383,1379,1417,1399,1461
simGenes_8893,19,34,59,101,49,40,33,85
simGenes_8894,307,847,603,363,451,670,400,707
simGenes_8895,2279,1358,1593,1311,1749,1266,1821,836
simGenes_8896,2827,2734,2669,2572,3130,2667,2320,2927
simGenes_8897,146,121,181,94,175,135,78,130
simGenes_8898,267,262,297,249,233,260,246,229
simGenes_8899,5269,5312,4115,5347,4464,4614,5523,6101
simGenes_8900,2309,2592,2757,2437,2784,2718,2631,2823
simGenes_8901,283,309,455,346,562,457,294,211
simGenes_8902,256,385,161,179,361,275,295,247
simGenes_8903,392,447,458,485,146,191,245,201
simGenes_8904,270,658,993,812,603,545,926,920
simGenes_8905,17473,18740,18434,19435,18451,17589,19494,18164
simGenes_8906,1137,1445,1578,1386,1210,1080,1550,1425
simGenes_8907,251,206,221,217,231,274,212,213
simGenes_8908,68,69,64,45,73,63,36,65
simGenes_8909,4950,4557,3118,3369,4323,3801,4618,4543
simGenes_8910,1286,1264,1179,1198,1297,1180,1229,1088
simGenes_8911,582,573,489,560,406,668,488,438
simGenes_8912,1646,1583,1891,1771,1732,1649,1609,1570
simGenes_8913,499,367,657,375,319,347,257,343
simGenes_8914,2027,1461,1901,1683,2514,1860,2600,2416
simGenes_8915,744,643,821,712,666,773,821,815
simGenes_8916,310,269,181,313,185,268,269,288
simGenes_8917,1125,1643,1003,1301,1455,1539,1132,1622
simGenes_8918,95,119,104,68,104,106,147,187
simGenes_8919,443,574,523,740,541,717,619,429
simGenes_8920,713,794,867,842,790,812,769,922
simGenes_8921,147,148,143,154,415,296,793,493
simGenes_8922,714,1047,601,745,681,913,734,756
simGenes_8923,358,454,541,449,420,480,619,456
simGenes_8924,1029,995,1037,933,949,1096,1013,945
simGenes_8925,752,590,312,1033,516,679,846,356
simGenes_8926,1063,1080,1074,1065,1027,1052,1042,1157
simGenes_8927,1101,1220,1039,795,2427,2126,2332,2265
simGenes_8928,652,514,642,568,435,653,517,479
simGenes_8929,11933,16328,10971,16516,14120,11399,15400,11086
simGenes_8930,106,50,56,50,111,58,105,71
simGenes_8931,34,74,61,44,35,14,69,61
simGenes_8932,3276,2830,2048,2272,2269,1961,3157,2554
simGenes_8933,4416,4622,5412,5269,3990,5506,5286,4745
simGenes_8934,319,281,274,250,306,328,308,259
simGenes_8935,733,1314,982,760,1221,1077,800,1538
simGenes_8936,648,568,625,739,658,608,713,454
simGenes_8937,239,170,103,102,430,228,265,292
simGenes_8938,1001,1042,975,1232,1001,1153,1045,1254
simGenes_8939,105,219,229,254,118,37,162,274
simGenes_8940,1533,1645,1824,1805,1555,1691,1892,1809
simGenes_8941,2890,2485,2619,2126,2404,2124,2015,2237
