gene,control_1_cyto,control_2_cyto,control_3_cyto,control_4_cyto,treatment_1_cyto,treatment_2_cyto,treatment_3_cyto,treatment_4_cyto
simGenes_7779,5934,4083,4730,4340,4370,5769,6411,2503
simGenes_7780,2608,4384,4534,2445,4067,3715,3595,5081
simGenes_7781,4590,5440,5380,4487,4163,6180,4830,4664
simGenes_7782,895,870,872,1058,809,775,683,1217
simGenes_7783,3201,4452,5238,2536,2931,1297,2934,1536
simGenes_7784,16001,14593,17516,15064,15830,15261,15091,15811
simGenes_7785,356,340,367,363,322,331,321,326
simGenes_7786,5380,5313,5226,5273,5365,5461,5443,5371
simGenes_7787,1418,1164,1311,1207,1317,1484,1421,1230
simGenes_7788,616,401,651,767,448,573,580,602
simGenes_7789,749,1646,904,2290,3224,514,855,1357
simGenes_7790,499,539,493,480,495,460,525,474
simGenes_7791,9225,10696,7179,12212,3427,3581,3640,3764
simGenes_7792,1164,756,1064,811,1033,1165,1084,1098
simGenes_7793,1937,1466,1841,1677,1527,1317,1585,1355
simGenes_7794,9423,11422,9690,10741,8875,14434,9101,12215
simGenes_7795,850,779,801,497,675,685,681,669
simGenes_7796,812,837,1022,810,871,731,668,810
simGenes_7797,687,846,976,880,845,471,587,1201
simGenes_7798,1767,1618,683,1602,1763,1878,962,1733
simGenes_7799,2109,1552,1452,2824,5257,3359,3987,4102
simGenes_7800,2652,2940,2717,2718,6496,7984,10325,6772
simGenes_7801,752,166,857,2319,1029,936,270,1117
simGenes_7802,5549,3921,7236,5968,6360,6094,5352,7667
simGenes_7803,1958,2252,1882,2487,1036,1946,1684,1868
simGenes_7804,1573,1662,2140,1398,2113,1781,1680,1887
simGenes_7805,409,589,571,717,379,332,756,559
simGenes_7806,2320,2176,2078,2395,2371,2340,2559,1920
simGenes_7807,9331,8213,6770,7005,9757,6958,9133,9543
simGenes_7808,10039,8686,9609,10045,9252,9458,9436,9387
simGenes_7809,85343,85716,88459,79348,78981,95688,91033,86960
simGenes_7810,7040,7232,5909,5904,5185,6345,6774,5625
simGenes_7811,2176,2291,2131,2230,2135,2165,2168,2168
simGenes_7812,7744,8547,7415,8065,9408,7943,8343,8431
simGenes_7813,239,397,202,334,460,219,229,285
simGenes_7814,844,748,686,871,1331,1003,1136,1008
simGenes_7815,1233,434,1444,2053,924,1272,707,2843
simGenes_7816,140,513,287,339,254,384,379,307
simGenes_7817,680,390,843,809,587,784,472,437
simGenes_7818,1559,1260,1543,1641,1452,1619,1551,1296
simGenes_7819,1258,1144,1213,1441,561,420,389,473
simGenes_7820,290,292,232,169,485,507,209,375
simGenes_7821,1362,1408,1405,1478,1524,1569,1351,1510
simGenes_7822,462,789,257,551,690,444,559,779
simGenes_7823,3334,3031,3610,2885,1781,870,951,1937
simGenes_7824,799,570,521,596,405,488,513,372
simGenes_7825,302,352,309,310,375,330,341,351
simGenes_7826,78,108,102,87,59,66,149,82
simGenes_7827,1256,1061,1342,1856,1482,1444,1386,1945
simGenes_7828,1402,1410,1367,1206,1313,1593,1554,1354
simGenes_7829,3312,2110,2336,1988,2116,2473,3987,4186
simGenes_7830,1021,1199,1295,1162,1021,1110,1006,1240
simGenes_7831,794,397,678,1030,764,570,922,721
simGenes_7832,1310,1136,1027,1321,974,1061,1236,1320
simGenes_7833,4590,4119,3162,4480,1384,1606,1452,1095
simGenes_7834,1081,1044,1020,813,510,282,445,416
simGenes_7835,276,174,251,177,208,215,271,140
simGenes_7836,2770,2826,1640,2749,2233,1383,2255,2153
simGenes_7837,1615,1377,1663,1329,1571,1506,1441,1534
simGenes_7838,4257,4764,5040,5252,4439,5539,5108,4812
simGenes_7839,1012,1359,1109,999,1102,1217,1578,1179
simGenes_7840,2003,2048,2090,2018,2068,1987,2018,2164
simGenes_7841,745,599,588,382,603,578,616,701
simGenes_7842,1273,1368,1328,1209,1351,1169,1327,1446
simGenes_7843,133,241,186,196,222,53,202,164
simGenes_7844,78,70,87,87,80,77,89,95
simGenes_7845,6837,8022,7089,5137,8193,4385,7404,7202
simGenes_7846,1233,1158,1116,1286,1069,1166,1188,1098
simGenes_7847,1101,1782,2221,1474,1767,2001,2153,2130
simGenes_7848,2311,3012,2188,2323,2812,2461,3317,1600
simGenes_7849,13010,12834,16305,16045,16061,14509,13006,11655
simGenes_7850,1342,1149,1445,1209,1278,1436,1513,1355
simGenes_7851,361,450,628,590,1573,1653,1485,1431
simGenes_7852,1251,828,766,1404,1129,1422,1391,1761
simGenes_7853,819,1341,805,922,1036,803,1269,967
simGenes_7854,1612,1881,1793,1762,1808,1645,1951,1735
simGenes_7855,19694,19565,20429,20318,19005,19389,19708,19235
simGenes_7856,200,211,200,304,559,420,486,530
simGenes_7857,629,545,714,573,584,589,729,601
simGenes_7858,2318,2551,2355,2095,2061,2330,2234,2223
simGenes_7859,389,403,541,295,273,480,388,188
simGenes_7860,316,400,325,661,182,263,74,196
simGenes_7861,2782,3165,3456,2964,3253,2951,3306,3009
simGenes_7862,235,609,457,568,1215,683,704,761
simGenes_7863,4372,4076,4505,4416,4525,4044,3922,4038
simGenes_7864,274,1021,413,491,621,874,171,909
simGenes_7865,1566,1597,1346,1043,1409,1288,1309,1829
simGenes_7866,2069,1627,2123,1957,1533,2421,1771,2275
simGenes_7867,12948,16431,10528,11745,10985,10154,12502,11015
simGenes_7868,9977,11391,9984,10194,10520,9979,10132,10958
simGenes_7869,1816,1964,1966,1594,1907,2056,2193,2022
simGenes_7870,2841,2482,1835,2064,3189,2391,2304,2451
simGenes_7871,5605,6279,6295,7270,5880,5584,7003,7174
simGenes_7872,843,1194,1132,911,1186,919,1227,1120
simGenes_7873,1837,894,1560,2362,1578,1196,1817,1279
simGenes_7874,819,341,746,409,689,459,485,490
simGenes_7875,390,772,591,729,480,468,380,524
simGenes_7876,8197,7620,8376,7850,8105,7962,7967,7911
simGenes_7877,143,121,142,114,172,66,174,128
simGenes_7878,1211,1080,1153,885,1059,893,916,963
simGenes_7879,88,68,48,56,92,73,64,60
simGenes_7880,547,519,500,434,392,403,323,390
simGenes_7881,897,1099,1036,757,479,1637,1281,1096
simGenes_7882,2067,2514,1850,2139,1459,3203,2330,1642
simGenes_7883,122,161,216,142,118,174,174,147
simGenes_7884,3284,3619,3253,3040,3509,3385,3623,3711
simGenes_7885,3537,3844,5243,3640,3873,3207,5247,3338
simGenes_7886,791,860,752,649,674,664,699,756
simGenes_7887,3553,3269,4355,3493,4638,4561,4827,6690
simGenes_7888,2751,2868,2744,2546,2561,2714,2524,2610
simGenes_7889,3088,3462,3114,3764,3547,3221,3045,3683
simGenes_7890,823,442,508,326,689,488,267,704
simGenes_7891,2028,1997,1925,3541,1948,2161,1817,1833
simGenes_7892,4325,3820,3959,3637,3649,3851,4079,3767
simGenes_7893,1884,2495,3110,2736,1706,2734,1407,1824
simGenes_7894,106,143,103,112,91,130,133,81
simGenes_7895,1012,1469,837,1257,957,1344,1085,1791
simGenes_7896,555,198,106,294,152,90,181,258
simGenes_7897,6014,5035,6217,6755,5847,5915,5747,5816
simGenes_7898,2003,1972,2220,1969,1873,2363,1590,2342
simGenes_7899,318,306,371,256,243,313,342,370
simGenes_7900,4273,5884,7200,5657,4376,4906,5281,3905
simGenes_7901,1902,1997,1652,2469,1785,1360,2219,2180
simGenes_7902,130,131,139,131,135,145,163,271
simGenes_7903,1828,2441,2815,1641,1300,2106,2178,3010
simGenes_7904,143,186,161,94,157,172,148,160
simGenes_7905,5770,6409,6621,5740,16736,16756,16678,17063
simGenes_7906,6339,3950,4764,4862,2417,2152,3349,2417
simGenes_7907,4810,7291,5670,3867,6166,4808,5060,7784
simGenes_7908,3362,2372,2517,4016,4263,3202,5530,2276
simGenes_7909,1243,1321,907,1159,1094,1200,1105,734
simGenes_7910,1706,1697,1818,1863,1889,1500,2013,1983
simGenes_7911,310,320,341,383,354,312,394,483
simGenes_7912,1863,1610,1406,1919,1908,1250,1610,1583
simGenes_7913,5242,5173,3381,5094,4204,3516,4720,4551
simGenes_7914,1541,1461,2580,2197,4464,3559,5883,3272
simGenes_7915,2285,2453,2814,2276,2489,2764,2405,1914
simGenes_7916,1497,906,3051,1936,1264,482,1835,1577
simGenes_7917,190,103,122,261,148,243,154,226
simGenes_7918,5661,7828,5990,7786,7609,5629,7952,5810
simGenes_7919,2536,2874,3461,2746,3508,2325,2724,2967
simGenes_7920,1017,363,894,1612,1543,1281,1111,1809
simGenes_7921,203,180,245,274,291,185,265,214
simGenes_7922,4148,3321,2412,3151,2545,3079,2586,2762
simGenes_7923,2278,2664,2656,2331,3036,2583,3105,3435
simGenes_7924,1014,1205,1076,1212,1194,1174,1189,1164
simGenes_7925,2546,2239,2374,2635,2518,2299,2465,2417
simGenes_7926,520,704,625,634,603,720,434,512
simGenes_7927,250,176,302,235,116,157,156,347
simGenes_7928,1394,1581,1555,1792,590,609,616,621
simGenes_7929,3673,3273,3844,3917,3346,4044,3249,4249
simGenes_7930,2448,2480,2591,2410,625,774,1026,1124
simGenes_7931,4302,4636,4749,4393,4401,4572,4573,4642
simGenes_7932,2251,2284,2249,2248,2197,2327,2190,2278
simGenes_7933,405,471,542,630,692,209,621,369
simGenes_7934,1525,1286,1199,1641,2454,1881,980,3222
simGenes_7935,1397,688,1114,1035,935,692,851,920
simGenes_7936,2617,2762,2703,2777,2834,2610,2691,2581
simGenes_7937,1372,1221,1420,1302,1040,1185,1243,1483
simGenes_7938,433,369,362,365,453,409,360,400
simGenes_7939,539,605,522,564,639,469,576,477
simGenes_7940,3340,3404,3223,3936,3505,4711,3901,5388
simGenes_7941,248,332,318,401,237,236,215,211
simGenes_7942,3332,3577,3284,2971,3437,3433,3479,3890
simGenes_7943,1031,1231,1448,836,1313,1309,1267,1060
simGenes_7944,3014,3987,3247,3880,3072,3625,2731,3364
simGenes_7945,369,473,231,285,932,901,689,1377
simGenes_7946,992,814,309,611,922,639,469,676
simGenes_7947,9157,8270,8278,8339,9233,7847,10318,10461
simGenes_7948,2573,2444,2560,2565,2535,2380,2470,2329
simGenes_7949,2367,2959,2570,2123,3352,2706,2157,2847
simGenes_7950,384,476,459,516,679,367,456,794
simGenes_7951,142,178,181,208,213,259,203,190
simGenes_7952,1115,1098,1240,1109,1029,1309,1012,1217
simGenes_7953,5954,5389,5563,6524,6337,5383,5356,5549
simGenes_7954,1021,1023,1014,958,1001,1043,1045,1049
simGenes_7955,751,926,1013,757,936,780,903,1047
simGenes_7956,147,110,134,155,136,99,190,154
simGenes_7957,359,548,536,600,301,397,410,278
simGenes_7958,538,397,527,585,460,569,425,752
simGenes_7959,1295,1223,1746,1356,1374,1439,1327,1362
simGenes_7960,10715,13017,14049,12194,14533,10769,13475,8607
simGenes_7961,617,487,511,439,709,474,434,339
simGenes_7962,1238,1023,1647,1288,991,1864,987,2366
simGenes_7963,7469,5549,5923,6048,6101,5986,6106,5076
simGenes_7964,905,847,901,727,859,714,854,852
simGenes_7965,150,159,218,143,215,159,224,186
simGenes_7966,320,368,345,340,371,378,283,428
simGenes_7967,6032,7370,6003,5586,7723,3517,5298,4789
simGenes_7968,3826,2460,3295,5416,4347,4207,3867,3697
simGenes_7969,2620,2491,2850,2702,3142,3279,3077,2892
simGenes_7970,7890,7997,8111,8794,8464,7316,8050,9009
simGenes_7971,23722,18897,24392,22870,19376,24215,21343,19484
simGenes_7972,31248,33540,27584,31309,32764,30430,32200,29510
simGenes_7973,2072,2111,2613,1510,1981,2043,2270,1991
simGenes_7974,608,512,500,566,527,351,460,741
simGenes_7975,24331,23171,22902,22829,23298,22767,24422,22979
simGenes_7976,6434,5566,7938,5986,6573,6883,8292,6266
simGenes_7977,1208,1243,1205,1040,935,1134,1022,974
simGenes_7978,3998,4453,3928,3020,4387,4261,4901,4680
simGenes_7979,1144,1126,1059,1201,1063,1203,1135,1130
simGenes_7980,452,296,456,330,550,278,387,314
simGenes_7981,1838,1875,2077,2130,1864,1956,1706,1361
simGenes_7982,7076,5895,5884,5290,4078,4973,5339,6179
simGenes_7983,1645,2092,1919,2363,2132,1619,2197,1949
simGenes_7984,1128,901,1631,1240,1332,1541,1765,1506
simGenes_7985,1048,1044,1279,1355,1259,1174,1273,1364
simGenes_7986,2771,3411,3303,2747,2228,4108,3584,2808
simGenes_7987,367,946,597,833,1893,1592,1625,1937
simGenes_7988,5430,4851,4801,4568,4632,5256,5013,4855
simGenes_7989,1198,929,1272,1849,1534,1871,820,765
simGenes_7990,8723,9008,9333,9217,7676,8485,7797,12529
simGenes_7991,942,928,862,900,976,906,941,979
simGenes_7992,433,334,547,373,425,418,638,458
simGenes_7993,804,500,945,439,177,329,204,324
simGenes_7994,519,607,780,858,1786,1639,1762,1781
simGenes_7995,1615,1584,1764,1867,1668,1638,1785,1609
simGenes_7996,1297,946,1148,1236,893,1313,1059,1265
simGenes_7997,2878,3312,2969,2176,4499,2776,2830,1783
simGenes_7998,3845,3905,3563,3194,3420,3813,3935,3606
simGenes_7999,2787,1589,3783,3330,2269,2406,3888,2388
simGenes_8000,432,431,511,474,497,410,453,363
simGenes_8001,1431,1178,1641,1745,1522,1396,1506,1100
simGenes_8002,1201,1249,822,2140,1782,1729,1008,526
simGenes_8003,534,551,621,540,530,616,646,538
simGenes_8004,5601,3551,5328,3343,11598,11573,11741,12574
simGenes_8005,4853,8056,5475,6054,4314,7165,5598,4454
simGenes_8006,1095,1564,1347,1300,1379,1438,1249,1601
simGenes_8007,12228,10074,11424,13076,10160,9705,9578,10596
simGenes_8008,4545,4466,4553,4443,4523,4525,4536,4530
simGenes_8009,4694,11527,5449,7556,4164,9609,5364,2521
simGenes_8010,1406,1467,1801,1450,1880,1592,1828,1913
simGenes_8011,90,69,121,132,83,73,93,131
simGenes_8012,1621,1208,2089,2101,2042,2019,2251,2185
simGenes_8013,1631,1613,1556,1765,1765,1625,1537,1621
simGenes_8014,3529,3401,1378,1149,1363,1115,2314,3157
simGenes_8015,750,714,439,509,595,337,753,414
simGenes_8016,376,260,698,766,453,343,121,588
simGenes_8017,5932,4775,6120,5517,6094,5559,5408,4999
simGenes_8018,1583,1365,1858,1480,1238,2051,2050,2196
simGenes_8019,1157,1390,1182,1070,1868,1427,1379,1378
simGenes_8020,31029,33413,48775,32240,62536,67256,70085,62836
simGenes_8021,1983,2070,1789,1909,2034,1893,1828,2370
simGenes_8022,1668,1991,2183,1765,1902,2012,2259,2462
simGenes_8023,513,478,692,578,692,613,531,768
simGenes_8024,4014,3246,4374,4186,4060,5331,3923,5712
simGenes_8025,7213,5892,7903,11492,8207,5727,6109,8269
simGenes_8026,1335,774,1185,1149,918,671,952,1588
simGenes_8027,3248,3177,3550,4585,3324,4285,4162,2305
simGenes_8028,776,1765,1374,1402,1386,1117,1048,1459
simGenes_8029,284,506,229,211,296,151,306,246
simGenes_8030,7964,6520,1996,7991,4310,7268,9331,8894
simGenes_8031,2140,1966,1933,1939,2152,2116,2098,1791
simGenes_8032,310,387,380,395,360,336,481,367
simGenes_8033,345,146,174,217,253,215,183,148
simGenes_8034,1505,1538,1428,1617,1504,1763,1466,1653
simGenes_8035,674,432,545,646,618,560,564,550
simGenes_8036,307,415,347,374,367,457,388,392
simGenes_8037,1138,1308,1187,741,950,1269,1321,1094
simGenes_8038,1610,1645,1707,1734,1680,1629,1659,1795
simGenes_8039,2150,2934,2631,2634,2383,2153,2384,2598
simGenes_8040,502,513,575,586,220,250,233,250
simGenes_8041,834,489,637,534,756,910,572,639
simGenes_8042,1056,1033,1541,1154,1019,963,695,1178
simGenes_8043,1267,1582,1852,1140,1638,1444,1544,1634
simGenes_8044,687,576,638,737,869,901,714,770
simGenes_8045,107,137,243,187,145,203,145,136
simGenes_8046,661,686,638,773,1107,782,1032,633
simGenes_8047,9971,9038,7245,8243,7809,6038,9344,7637
simGenes_8048,24718,21055,24139,13760,19698,22034,18918,15643
simGenes_8049,5139,5622,4890,4991,5597,5558,5090,4986
simGenes_8050,3123,3042,2868,2796,7677,6019,7856,5713
simGenes_8051,443,539,835,642,698,544,540,651
simGenes_8052,9133,8242,8978,7829,7619,9777,7461,9130
simGenes_8053,94,77,90,142,194,317,57,60
simGenes_8054,40178,37675,46664,42803,35611,45347,39209,38651
simGenes_8055,1015,980,821,856,1197,806,737,1106
simGenes_8056,8915,4306,4400,3163,7185,6706,3114,6034
simGenes_8057,5718,5617,4959,5275,3126,3153,2980,3200
simGenes_8058,6562,6815,7563,7064,5788,5828,5264,7378
simGenes_8059,5002,4227,4049,5185,4916,4983,3771,3728
simGenes_8060,641,775,568,628,644,628,677,523
simGenes_8061,576,488,426,638,572,394,572,453
simGenes_8062,349,607,359,190,412,533,474,370
simGenes_8063,645,707,769,757,639,770,690,697
simGenes_8064,1399,2302,1793,2255,3148,2932,2668,2717
simGenes_8065,768,758,775,801,710,724,860,859
simGenes_8066,7132,5818,7187,6152,6281,8816,5948,6468
simGenes_8067,2736,3251,2921,3062,3394,3675,2686,3075
simGenes_8068,3755,1529,2610,2103,2794,3014,2943,2506
simGenes_8069,1227,1151,1138,1261,1659,1162,1089,1428
simGenes_8070,1039,765,932,1138,1457,668,536,784
simGenes_8071,1217,1371,1438,1346,1200,1076,1302,1424
simGenes_8072,801,746,454,798,689,750,800,968
simGenes_8073,1654,2597,1464,1464,1147,1354,1024,1029
simGenes_8074,123,164,126,146,155,144,130,169
simGenes_8075,8608,10059,9064,6920,7415,7912,7907,7296
simGenes_8076,12244,12133,11896,12443,11237,11278,11188,11877
simGenes_8077,484,648,404,735,650,568,607,621
simGenes_8078,3404,3514,4247,3517,3973,3528,3821,3768
simGenes_8079,2080,2063,2078,1925,1967,2207,2036,1786
simGenes_8080,332,208,164,212,298,246,160,292
simGenes_8081,12890,13130,13655,12143,12703,12688,12602,12654
simGenes_8082,661,517,875,757,659,828,775,813
simGenes_8083,866,682,649,726,807,855,699,511
simGenes_8084,313,383,384,421,438,349,798,388
simGenes_8085,6617,6156,7848,7243,6414,7019,5543,5430
simGenes_8086,2845,2234,2423,2061,2570,2184,2169,1805
simGenes_8087,441,471,439,640,357,395,357,312
simGenes_8088,2450,828,1385,1726,1377,1479,2718,2412
simGenes_8089,1387,1230,1220,1133,593,603,715,641
simGenes_8090,602,746,526,467,530,438,595,538
simGenes_8091,836,937,865,874,2885,2712,2771,2496
simGenes_8092,5440,5502,5399,6020,4481,5578,5972,5554
simGenes_8093,20816,16111,22168,17627,37583,38029,26806,31732
simGenes_8094,2708,2513,2786,2604,2648,2552,2585,2558
simGenes_8095,8558,8705,6571,6642,11904,6831,7583,10357
simGenes_8096,3219,3182,4047,3112,3969,3513,3255,3833
simGenes_8097,203,239,279,248,133,198,123,228
simGenes_8098,3915,3516,3250,4366,3056,3881,3273,3812
simGenes_8099,640,710,538,642,674,748,588,611
simGenes_8100,2078,2917,2797,2084,3970,2607,1441,3067
simGenes_8101,6280,6342,6263,6279,6307,6347,6255,6428
simGenes_8102,3320,2558,3213,3950,2650,2642,4667,3415
simGenes_8103,605,578,725,842,1852,1326,1201,1409
simGenes_8104,896,903,960,904,1895,2022,1666,2172
simGenes_8105,550,606,543,567,1173,1315,1233,1085
simGenes_8106,58,121,107,112,121,57,65,106
simGenes_8107,1427,1492,1093,1839,1306,2189,1182,863
simGenes_8108,984,1277,909,1142,1383,2264,1971,1710
simGenes_8109,3275,3956,3171,4569,3805,4154,3274,3115
simGenes_8110,1676,1368,1877,2200,2059,1938,2187,1790
simGenes_8111,18056,18180,18739,18660,17651,18262,18151,18956
simGenes_8112,4646,4922,4642,4750,5110,4858,4758,4759
simGenes_8113,7349,8081,12471,9828,3343,3190,3255,3125
simGenes_8114,1491,908,1380,1526,1805,1089,1088,1142
simGenes_8115,6299,6581,6181,4068,3483,5789,4296,4025
simGenes_8116,4043,4146,4363,4284,4140,4133,3967,4509
simGenes_8117,563,306,379,545,451,544,528,462
simGenes_8118,6189,5706,6100,6344,5344,5960,5819,5468
simGenes_8119,212,198,286,157,151,41,58,179
simGenes_8120,2709,1653,1604,1439,2003,1691,3196,1541
simGenes_8121,361,352,402,483,561,399,485,508
simGenes_8122,1672,2027,1539,1927,1681,1660,1785,1661
simGenes_8123,2256,2180,1956,1966,2025,2169,1842,1913
simGenes_8124,865,1117,1099,1007,1065,1016,761,940
simGenes_8125,615,646,577,665,675,699,656,527
simGenes_8126,405,429,388,476,370,376,276,445
simGenes_8127,1732,2117,1706,1603,2055,1879,1631,2042
simGenes_8128,4585,4759,5685,4935,6772,5640,6219,3403
simGenes_8129,6617,7304,6050,6970,8378,9989,7281,8115
simGenes_8130,368,171,384,59,292,142,244,178
simGenes_8131,1646,1675,1704,1711,1731,1883,1599,1365
simGenes_8132,4377,3223,3261,4237,3659,3694,3000,4082
simGenes_8133,1610,2215,1944,1839,1806,1554,1190,1271
simGenes_8134,1533,1505,1111,1656,1075,1768,1364,1171
simGenes_8135,922,1039,814,824,737,875,921,1027
simGenes_8136,2736,3143,2601,3047,4091,2746,2213,3467
simGenes_8137,220,272,274,172,229,132,265,149
simGenes_8138,6302,5864,4177,6607,7556,4229,6283,5157
simGenes_8139,114,135,153,161,139,236,167,137
simGenes_8140,3097,3885,3508,3043,3967,3115,2840,3487
simGenes_8141,1096,942,1003,1106,1026,1055,983,1050
simGenes_8142,19325,19087,17369,16357,14302,19329,19418,22194
simGenes_8143,4002,5884,4312,5273,5163,5302,4544,5035
simGenes_8144,6105,6423,6091,5873,6295,6460,6345,7689
simGenes_8145,8835,7774,7591,8926,8107,8314,7881,7143
simGenes_8146,215,213,257,221,278,240,239,219
simGenes_8147,483,405,500,465,521,477,693,492
simGenes_8148,3785,3826,4557,4298,3535,4389,3885,4100
simGenes_8149,2894,3590,2970,2980,2872,2839,2866,2932
simGenes_8150,14256,12518,13773,16102,12875,12482,12864,11745
simGenes_8151,331,376,386,580,379,404,404,399
simGenes_8152,1425,1413,1283,1259,1179,1158,1275,1274
simGenes_8153,1185,899,750,377,1603,1601,1561,1718
simGenes_8154,1546,1644,1604,1136,1474,1106,1225,1791
simGenes_8155,2389,2126,2082,2088,2636,1915,2085,1855
simGenes_8156,665,294,202,227,387,107,294,368
simGenes_8157,3808,3429,3086,2780,4055,3037,3172,3134
simGenes_8158,1997,1898,1911,2225,2041,1867,2122,2077
simGenes_8159,188,179,337,507,304,228,380,424
simGenes_8160,2215,2501,2499,2295,2743,2657,2552,2525
simGenes_8161,1433,1811,1846,1380,1564,1455,1351,1326
simGenes_8162,932,600,1084,904,635,637,808,605
simGenes_8163,5951,6502,6289,6496,5357,6944,6702,5866
simGenes_8164,1673,1768,1533,1619,1519,1979,1500,1661
simGenes_8165,1841,1803,1842,1766,2010,2351,1416,1770
simGenes_8166,1227,1130,1233,1172,1261,1278,1203,1414
simGenes_8167,1299,852,1170,971,1040,946,1094,1400
simGenes_8168,1261,1158,1447,1515,1448,1406,1019,1823
simGenes_8169,5465,6027,5310,5978,5702,6438,6705,4966
simGenes_8170,1307,1490,1288,1824,1565,1470,1450,1879
simGenes_8171,712,424,657,618,622,585,440,315
simGenes_8172,904,708,610,585,1034,936,564,933
simGenes_8173,1214,1152,1207,1149,1266,1208,1223,1187
simGenes_8174,5184,4207,3923,4200,5507,6466,3861,4546
simGenes_8175,7060,5687,7100,5797,6229,5733,6311,7111
simGenes_8176,1031,954,1041,837,678,755,984,1174
simGenes_8177,1994,3648,3052,2313,1574,2683,2433,1225
simGenes_8178,632,1275,821,1076,856,971,1161,1118
simGenes_8179,3462,4567,5496,3326,2545,4023,2463,4553
simGenes_8180,551,588,682,661,614,633,640,509
simGenes_8181,435,432,503,371,387,439,430,435
simGenes_8182,241,300,198,322,299,240,210,232
simGenes_8183,2583,2785,2810,2466,2770,2604,2536,2677
simGenes_8184,5386,6270,4359,6369,7288,5964,5902,8624
simGenes_8185,1480,1577,1559,1446,1310,1386,1616,1718
simGenes_8186,614,419,349,453,422,494,408,285
simGenes_8187,329,489,374,510,410,299,516,444
simGenes_8188,3685,3033,4961,4389,4188,4546,4738,4079
simGenes_8189,4507,2236,2831,3926,3963,3041,4142,2143
simGenes_8190,7907,5049,6274,5950,7053,5057,6090,5219
simGenes_8191,2994,2514,2579,2665,2672,2731,2423,2832
simGenes_8192,1035,760,791,692,864,480,845,858
simGenes_8193,568,520,508,438,895,633,611,1070
simGenes_8194,3172,3273,3300,3038,2784,2658,2896,2890
simGenes_8195,1321,1510,2352,1980,1528,1867,2077,1610
simGenes_8196,8265,9061,10384,7848,9373,8503,9469,8109
simGenes_8197,1098,910,334,765,464,912,1122,436
simGenes_8198,1014,1164,785,712,528,617,853,784
simGenes_8199,4672,5156,5158,4722,4709,4772,5515,5020
simGenes_8200,456,410,421,445,444,367,442,502
simGenes_8201,1121,1350,1182,1282,961,1243,1192,1110
simGenes_8202,2642,2876,2401,2098,1863,2744,1727,2459
simGenes_8203,888,890,878,817,966,965,1145,892
simGenes_8204,99,80,84,79,84,64,94,75
simGenes_8205,724,972,588,720,666,852,1082,865
simGenes_8206,725,521,751,377,666,527,739,627
simGenes_8207,516,530,457,470,591,564,518,529
simGenes_8208,1325,659,1164,901,916,788,1155,932
simGenes_8209,224,322,322,248,186,244,260,180
simGenes_8210,1022,1448,1327,1534,1125,1409,607,2324
simGenes_8211,2146,1903,1968,1754,1794,1845,1514,1876
simGenes_8212,266,431,450,149,341,471,581,363
simGenes_8213,995,707,889,1044,886,861,700,750
simGenes_8214,711,793,648,735,829,576,591,684
simGenes_8215,7440,6234,6080,6863,6775,6870,6362,6898
simGenes_8216,70414,53831,39166,49415,57420,84516,48063,61677
simGenes_8217,1618,3299,1754,2367,1970,2167,2279,3262
simGenes_8218,153,183,321,186,209,244,148,239
simGenes_8219,793,788,622,873,1041,743,939,1062
simGenes_8220,8866,10329,6835,6905,15491,17955,13997,14251
simGenes_8221,3592,3615,3432,3751,3814,3716,3509,2867
simGenes_8222,6879,8019,9329,7277,10371,8215,8113,6176
simGenes_8223,556,858,626,504,550,518,598,574
simGenes_8224,18977,14212,9890,11428,19744,22064,14618,15513
simGenes_8225,1701,1526,445,797,2171,1411,907,1375
simGenes_8226,2980,2419,2095,2011,2599,2336,3258,2535
simGenes_8227,278,306,254,389,290,477,386,442
simGenes_8228,34314,42263,42870,36639,41053,32202,39859,37763
simGenes_8229,2162,2119,2082,2129,2023,2163,2219,1938
simGenes_8230,3253,3104,2956,3044,2556,3073,2676,2905
simGenes_8231,6859,6466,6671,6636,6598,6496,6538,6791
simGenes_8232,5710,6802,5093,5246,4742,6301,6117,7113
simGenes_8233,416,385,450,299,438,358,334,252
simGenes_8234,3532,3677,2838,3300,3604,3361,3541,3388
simGenes_8235,26283,28339,34628,32590,39600,28564,27062,21911
simGenes_8236,2928,2257,2509,2530,3407,2857,4889,4254
simGenes_8237,1058,975,904,1057,1114,1022,805,1124
simGenes_8238,1175,1486,1504,1530,1566,1447,1475,1485
simGenes_8239,2203,2833,2632,2893,1687,2130,2998,2715
simGenes_8240,1737,1499,1520,355,1552,500,1250,1300
simGenes_8241,1480,1274,1276,1505,1235,1383,1125,1545
simGenes_8242,133,134,113,197,141,137,101,159
simGenes_8243,343,424,268,284,474,351,247,275
simGenes_8244,6150,6879,5278,7332,6440,7181,7310,8039
simGenes_8245,2917,2938,2809,2748,2944,3088,2835,2958
simGenes_8246,790,514,617,752,430,369,599,1021
simGenes_8247,4106,4023,3911,4238,3677,3618,4047,4028
simGenes_8248,1565,842,604,1263,1208,863,621,856
simGenes_8249,73,73,100,73,73,103,98,86
simGenes_8250,1905,1385,1597,1708,1600,1694,1596,1651
simGenes_8251,5827,8956,9068,9153,10151,4660,8053,10524
simGenes_8252,4174,2403,3158,3852,3275,3690,2777,2628
simGenes_8253,731,1143,940,1498,932,1127,1100,752
simGenes_8254,8580,7103,6896,9258,8067,7591,9002,6871
